"","X","p","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",1,0.1,"ER",1,1,250,3087,1,250,14,37,24.696,14,12.2020495381006,0.627116221810065,0.00203369491368425,0.143285703687124,3,0.0043882119976017,0.100793409813991,0.0391281143680251,25.5570710766779,0.365133684998396,0.0494136546184739,3,3,1.97638554216867,1017.51543159136,7,30.54,12.2726881937906,67,7635,-0.0138710556167841
"2",2,0.1,"ER",1,1,250,3092,1,250,11,40,24.736,11,10.2566677310302,0.640276877239751,0.00203112878834697,0.134005316059974,3,0.00663246678009948,0.100994345876389,0.0386101500802617,25.8999252248755,0.374321350366319,0.0613012048192771,3,3,1.97918072289157,1016.75939080592,6,31.08,14.9174973406276,80,7770,-0.0190642761534241
"3",3,0.1,"ER",1,1,250,3109,1,250,13,39,24.872,13,11.8907939438325,0.623081215513709,0.00203396081877739,0.131396558678924,3,0.00649979859473022,0.10102397926118,0.0387173321334355,25.8282258848207,0.380609401905783,0.0567389558232932,2.996,2,1.97635341365462,1021.79244751228,4,31.176,12.8672954878906,70,7794,-0.0234369780543325
"4",4,0.1,"ER",1,1,250,3107,1,250,14,39,24.856,14,12.4228814495584,0.631080583676564,0.00203705672268024,0.132622754830942,3,0.00504434394564617,0.0968309171192998,0.0388174716057847,25.7615954525739,0.381936711121202,0.0568032128514056,3,3,1.97320481927711,1022.10815808481,7,29.736,12.4288458368161,77,7434,0.0188085088169173
"5",5,0.1,"ER",1,1,250,3102,1,250,13,43,24.816,13,11.590015249558,0.641288314030445,0.00203106669068789,0.127176379208356,3,0.00686948180613499,0.0965666919436237,0.0389151594235805,25.696926719875,0.446119613518071,0.0730281124497992,2.996,2,1.97902008032129,1018.85080420097,6,29.544,12.4777739750924,103,7386,0.00614372947405123
"6",6,0.1,"ER",1,1,250,3091,1,250,10,38,24.728,10,9.3253454139145,0.642573545034035,0.00203114551541851,0.140821114639605,3,0.00602986608045469,0.0955023823236819,0.038882707472875,25.7183736677188,0.366982519115771,0.0533012048192771,2.996,2,1.97927710843373,1015.61315697043,5,29.184,12.6137452915906,68,7296,-0.0278404591918248
"7",7,0.1,"ER",1,1,250,3095,1,250,12,37,24.76,12,11.036336677637,0.635864315263615,0.00203149559675268,0.141300184517735,3,0.00530082185723151,0.101249951020728,0.0388474350400071,25.7417252637181,0.372879442811999,0.0491566265060241,3,3,1.97873092369478,1015.89149850965,6,31.008,13.0694751510109,79,7752,-0.0327001175756057
"8",8,0.1,"ER",1,1,250,3120,1,250,11,40,24.96,11,10.1542982521546,0.630484141321478,0.00203690154266561,0.142609765368179,3,0.00709708469835848,0.102483511953833,0.0386106514473499,25.8995889091282,0.402011367554555,0.0604016064257028,3,3,1.97336546184739,1023.42945650428,6,31.824,13.2825724512872,79,7956,-0.0161015550685481
"9",9,0.1,"ER",1,1,250,3130,1,250,14,41,25.04,14,12.4863328882657,0.638846062967649,0.00203858768235751,0.131711408710919,3,0.00591099770896507,0.100444878751254,0.0386365132268052,25.882252731497,0.420083590476495,0.0640963855421687,3,3,1.9715983935743,1025.6113647373,5,31.248,12.6742670074725,86,7812,0.00701209977339726
"10",10,0.1,"ER",1,1,250,3159,1,250,13,44,25.272,13,11.8013811607382,0.637127874696369,0.00204420078268066,0.137730062917358,3,0.00748859436991421,0.102830022851116,0.0381081504448302,26.2411055988592,0.460688448464946,0.0752128514056225,3,3,1.96626506024096,1028.64905706832,4,32.76,14.0182898314736,108,8190,-0.00323302541279213
"11",11,0.1,"ER",1,1,250,3168,1,250,13,45,25.344,13,11.7333067184588,0.640915991790379,0.00204530181472074,0.135538575065682,3,0.00811006491526379,0.101969206947792,0.0380295446991527,26.2953450510882,0.443947652285122,0.0789397590361446,3,3,1.96536546184739,1032.84245190297,5,32.664,13.2370685552256,104,8166,-0.0168483499502086
"12",12,0.1,"ER",1,1,250,3168,1,250,12,41,25.344,12,11.178399651055,0.643499542877713,0.00204537553922564,0.131840919453372,3,0.00618487309423126,0.10199344620426,0.0377769868859986,26.4711424184715,0.406881704065371,0.0628755020080321,3,3,1.96526907630522,1029.73279928221,4,32.868,15.3749188132509,95,8217,0.0024941758568924
"13",13,0.1,"ER",1,1,250,3150,1,250,11,40,25.2,11,10.2620040216949,0.639274283040407,0.00203983263947688,0.14074326026707,3,0.00525665693555796,0.0991324801456826,0.0382935579856977,26.1140529269569,0.396990750549674,0.0594377510040161,2.996,2,1.9705702811245,1027.61435880694,5,31.356,13.3035786470888,96,7839,-0.0235790561803847
"14",14,0.1,"ER",1,1,250,3159,1,250,9,38,25.272,9,8.55399951444945,0.639024133101749,0.00204178883011527,0.140004625583747,3,0.00456364052106892,0.0999459207928263,0.0381825986055467,26.1899408767515,0.34810310422701,0.0511164658634538,3,3,1.96861044176707,1028.33196264571,1,31.788,12.9549364147432,72,7947,-0.011769987544954
"15",15,0.1,"ER",1,1,250,3162,1,250,13,38,25.296,13,11.9369687852087,0.638808202401677,0.00204167441826333,0.132117949912005,3,0.00509063846867998,0.098694123556002,0.0381588729845174,26.2062247070489,0.347219174203439,0.0510200803212851,3,3,1.96864257028112,1027.93882401074,7,31.44,13.2743070973841,76,7860,-0.013485687576553
