"","p","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.001,"ER","1","1",300,39,0,3,0,2,0.26,0,-3.76695280368554e-16,-3.89445208701891e-17,-1,0.9612097304405,2,2.17705475870764e-05,0,0.707106781186547,1.4142135623731,0.986698895431637,0.00581939799331104,0.293333333333333,0,1.20408163265306,66.2842712474619,0,0,0,0,0,-0.344827586206896
"2",0.001,"ER","1","1",300,47,0,5,0,3,0.313333333333333,0,-1.26497802240016e-15,-9.12893792906854e-16,-1,0.958804889090086,3,0.000110654438425347,0,0.541196100146197,1.84775906502257,0.995765192525518,0.00898550724637681,0.39,0,1.3768115942029,76.4547950169666,0,0,0,0,0,-0.205128205128205
"3",0.001,"ER","1","1",300,47,0,5,0,3,0.313333333333333,0,-1.11479194735474e-15,-1.23542591836585e-15,-1,0.964237211407877,3,0.000111179934401587,0,0.541196100146197,1.84775906502257,0.995765192525518,0.00898550724637681,0.366666666666667,0,1.3015873015873,81.4973776877284,0,0,0,0,0,-0.0480274442538594
"4",0.001,"ER","1","1",300,37,0,4,0,2,0.246666666666667,0,0,0,-1,0.95836376917458,3,4.41416620041411e-05,0,0.618033988749895,1.6180339887499,0.984993112513672,0.00586399108138239,0.286666666666667,0,1.25531914893617,66.2579804089839,0,0,0,0,0,0.043103448275862
"5",0.001,"ER","1","1",300,40,0,5,0,2,0.266666666666667,0,-9.41844049278336e-16,-8.85101755735756e-16,-1,0.95625,4,8.85836074232763e-05,0,0.577350269189625,1.73205080756888,0.994187748967889,0.00579710144927536,0.326666666666667,0,1.36363636363636,68.9068003186145,0,0,0,0,0,-0.00313479623824459
"6",0.001,"ER","1","1",300,35,0,4,0,3,0.233333333333333,0,-7.26698163460536e-16,-6.0315693858572e-16,-1,0.951836734693878,3,6.65127764212057e-05,0,0.577350269189626,1.73205080756888,0.997543453665876,0.00925306577480491,0.273333333333333,0,1.29787234042553,60.8936548993755,0,0,0,0,0,-0.0845070422535211
"7",0.001,"ER","1","1",300,35,0,5,0,3,0.233333333333333,0,-1.18423127336088e-15,-7.47564935712571e-16,-1,0.953469387755102,3,0.000111555288670329,0,0.541196100146197,1.84775906502257,0.995765192525518,0.00925306577480491,0.27,0,1.30434782608696,63.3552420639975,0,0,0,0,0,0.127725856697819
"8",0.001,"ER","1","1",300,46,0,6,0,3,0.306666666666667,0,-1.10154940724527e-15,-9.30472291371434e-16,-1,0.956521739130435,4,0.000155246525551979,0,0.525731112119134,1.90211303259031,0.993808500947741,0.00900780379041249,0.39,0,1.46376811594203,76.898628857573,0,0,0,0,0,-0.0420711974110032
"9",0.001,"ER","1","1",300,57,0,5,0,3,0.38,0,-1.69275157956945e-16,-5.55111512312579e-17,-1,0.970144659895352,4,0.000110654438425347,0,0.541196100146197,1.84775906502257,0.995765192525518,0.00876254180602007,0.45,0,1.33766233766234,99.3177704726128,0,0,0,0,0,0.00374531835205995
"10",0.001,"ER","1","1",300,52,0,7,0,4,0.346666666666667,0,-1.09597149534955e-15,-1.06870737665438e-15,-1,0.957840236686391,3,0.000267327310198548,0,0.459700843380983,2.17532774716107,0.993599400823054,0.0122185061315496,0.416666666666667,0,1.46987951807229,85.7889041348026,0,0,0,0,0,-0.0642410460488914
"11",0.001,"ER","1","1",300,47,0,7,0,5,0.313333333333333,0,-1.24547270008751e-15,-1.0473989331561e-15,-1,0.956994114984156,3,0.000313045460131409,0,0.437016024448821,2.28824561127074,0.994884853728958,0.0156744704570792,0.373333333333333,0,1.42253521126761,81.7541086045745,0,0,0,0,0,-0.0217391304347826
"12",0.001,"ER","1","1",300,42,0,4,0,3,0.28,0,-3.76695280368554e-16,-9.13575499175473e-17,-1,0.96485260770975,2,6.68130598361999e-05,0,0.577350269189626,1.73205080756888,0.997543453665876,0.00909698996655518,0.306666666666667,0,1.19230769230769,73.2630914883611,0,0,0,0,0,-0.224215246636771
