"","p","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.05,"ER","1","1",50,68,0,49,0,7,2.72,0,1.84756464350697e-15,2.15055960667624e-16,-1,0.496323529411765,10,0.232142857142857,0.0535714285714286,0.263067202029758,3.80131005417726,0.773434449007857,0.0873469387755102,7.86,0,4.09778911564626,67.8281588708322,0,0.18,0.481917936955229,2,9,0.0679824561403508
"2",0.05,"ER","1","1",50,58,0,47,0,6,2.32,0,-1.03579794129281e-15,1.77283570566745e-16,-1,0.599583828775268,9,0.133159216067379,0.0495867768595041,0.307417436504933,3.25290592286867,0.773261119344006,0.0751020408163265,6.96,0,4.31267345050879,59.8108821258487,0,0.12,0.328260722659316,1,6,-0.159337521416333
"3",0.05,"ER","1","1",50,53,0,45,0,6,2.12,0,-2.80263393712621e-16,-8.24791091632628e-16,-1,0.603595585617657,9,0.348824563839141,0.0555555555555556,0.308999225424106,3.23625406706921,0.758708228162649,0.0791836734693878,6.22,0,4.20808080808081,57.5264150941073,0,0.12,0.328260722659316,1,6,0.0473856209150326
"4",0.05,"ER","1","1",50,58,0,43,0,7,2.32,0,-5.76433986996127e-16,-2.24581766400469e-16,-1,0.586652794292509,9,0.194558690823268,0.0483870967741935,0.296874381201493,3.36842807369521,0.847849362228851,0.0955102040816326,6.28,0,4.18232044198895,61.2793001800794,0,0.12,0.328260722659316,1,6,-0.0643659271432478
"5",0.05,"ER","1","1",50,52,0,43,0,6,2.08,0,-6.52202990247503e-16,-3.40789312497733e-16,-1,0.54012573964497,11,0.19786315886899,0.0566037735849057,0.295445748359626,3.38471616380402,0.848776761646366,0.08,6.7,0,4.30564784053156,55.7407414689082,0,0.12,0.435187034620795,2,6,0.0541455160744503
"6",0.05,"ER","1","1",50,58,0,43,0,4,2.32,0,0,-9.78258029723632e-17,-1,0.589476813317479,11,0.161778657041048,0.029126213592233,0.325656724360531,3.0707181065081,0.716895060710512,0.0342857142857143,7.26,0,4.4851157662624,63.6695613827168,0,0.06,0.239897937482095,1,3,0.350140056022409
"7",0.05,"ER","1","1",50,56,0,45,0,6,2.24,0,-3.03185468328111e-16,-8.50111813675912e-20,-1,0.604113520408163,10,0.230983039474293,0.027027027027027,0.316325175499393,3.16130386530653,0.835733209051438,0.076734693877551,6.88,0,4.44848484848485,59.2160538785906,0,0.06,0.239897937482095,1,3,-0.253281687109964
"8",0.05,"ER","1","1",50,56,0,38,0,5,2.24,0,-9.68107236448348e-16,-6.15720752099385e-16,-1,0.548788265306123,7,0.0931382757184507,0.0975609756097561,0.291260183294276,3.43335635063323,0.782263995984008,0.0563265306122449,4.5,0,3.51489361702128,58.255819645792,0,0.24,0.476380914300945,2,12,-0.00214745884037307
"9",0.05,"ER","1","1",50,57,0,48,0,5,2.28,0,-7.89939489688326e-16,-1.36894729859154e-17,-1,0.570175438596491,15,0.213192419825073,0.0267857142857143,0.301461345527967,3.31717487112201,0.764179417433705,0.0555102040816327,10.42,0,5.2686170212766,62.0370570812683,0,0.06,0.239897937482095,1,3,0.125731584258325
"10",0.05,"ER","1","1",50,66,0,46,0,7,2.64,0,-1.86935146683435e-15,-2.80027851901679e-16,-1,0.523875114784206,8,0.205905649431784,0.0573248407643312,0.27926399328576,3.58084115404287,0.759223001014471,0.0889795918367347,5.6,0,3.67053140096618,66.3087717718072,0,0.18,0.388087934491604,1,9,0.012802636582583
