"","X","p","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",1,0.1,"ER",1,1,500,12547,1,500,31,70,50.188,31,29.3858709614805,0.735278264533709,0.00105215914508381,0.0828498331568592,3,0.00170227422386552,0.0998600502416445,0.0196091175643912,50.9966854304514,0.289002532164493,0.0397034068136273,2.826,2,1.90480961923848,2891.88635244571,52,125.298,32.8591637947557,236,62649,-0.0227495605458444
"2",2,0.1,"ER",1,1,500,12422,1,500,32,73,49.688,32,29.991447862581,0.741247230934581,0.00105108929074944,0.084394005488468,3,0.00205412184624231,0.0997491170381196,0.0197696164402209,50.5826707879632,0.323300170901184,0.0467174348697395,2.836,2,1.90677354709419,2876.97699227622,43,122.856,34.9051285630063,281,61428,-0.0119957320118322
"3",3,0.1,"ER",1,1,500,12308,1,500,31,74,49.232,31,29.0895494874536,0.734547519971893,0.00105033769338151,0.083945710962767,3,0.00228141928124658,0.098012476569241,0.0199302937520845,50.1748751141919,0.33981913484429,0.0496352705410822,2.882,2,1.90815230460922,2867.73158264913,35,118.59,34.7010406825054,257,59295,0.00624812885182667
"4",4,0.1,"ER",1,1,500,12298,1,500,30,75,49.192,30,28.2282639734485,0.736299868186661,0.00105031678097118,0.083976223109737,3,0.00240140487681777,0.0993515044599597,0.0199564503438391,50.109111729317,0.343650476201062,0.0517194388777555,2.882,2,1.90818436873747,2863.64392308969,40,119.958,34.980616390311,281,59979,0.00139848417115483
"5",5,0.1,"ER",1,1,500,12419,1,500,28,67,49.676,28,26.7602810879063,0.738860037610412,0.00105118117378093,0.086652565877875,3,0.00182534240560112,0.0985710660393933,0.0198017214188527,50.5006599601956,0.237651711805483,0.0347174348697395,2.87,2,1.90659719438878,2880.83026598301,40,121.188,32.2682372352215,216,60594,-0.015253357719487
"6",6,0.1,"ER",1,1,500,12471,1,500,34,67,49.884,34,31.2954442130681,0.737870180980597,0.00105150747339535,0.0845269950991617,3,0.00148958756424275,0.100094370919585,0.0196901696451538,50.7867640564552,0.251086408009631,0.0343006012024048,2.844,2,1.9060120240481,2881.98415573164,54,124.308,33.8819880501197,222,62154,-0.0227651030483784
"7",7,0.1,"ER",1,1,500,12410,1,500,31,69,49.64,31,29.2612437720128,0.737906945671278,0.00105109140813973,0.0859695301740623,3,0.00156636983248646,0.0998973634942606,0.0197807212095579,50.55427400275,0.294377219143232,0.0387975951903808,2.87,2,1.90676553106212,2876.63938631378,45,122.832,35.053234293984,239,61416,-0.00243371280701635
"8",8,0.1,"ER",1,1,500,12537,1,500,32,75,50.148,32,30.4590685334974,0.737531927985837,0.00105193622289807,0.0821971335907372,3,0.00219453805418445,0.0999648056107182,0.0195767423979174,51.0810215343275,0.338630426738154,0.0498036072144289,2.838,2,1.90523446893788,2889.25941125679,45,125.544,34.1231423184232,280,62772,-0.0248502787173365
"9",9,0.1,"ER",1,1,500,12772,1,500,34,73,51.088,34,31.9247611798284,0.743674490422515,0.00105362962853513,0.0869498902135691,3,0.00181337813738483,0.102950421543688,0.0192511980414312,51.9448191145227,0.307447658335571,0.0439118236472946,2.762,2,1.90214829659319,2915.73143245239,50,133.956,36.7463011103238,265,66978,-0.0105899643861029
"10",10,0.1,"ER",1,1,500,12389,1,500,33,68,49.556,33,30.5904502672132,0.738427728222863,0.00105074189872662,0.0797543270691395,3,0.00156296447609959,0.0986746198174341,0.0197970409293001,50.5125995127877,0.306375399890976,0.0369619238476954,2.856,2,1.90740681362725,2873.91655144265,49,121.026,35.3679389590689,244,60513,-0.00666668180409207
